num_clients,num_malicious,asr_mean,asr_std,f1_mean,f1_std,latency_ms_mean,latency_ms_std
5,1,0.0,0.0,0.5436770998410032,0.0010038132334410828,3.2034316744123186,0.018855648025598654
10,1,0.0,0.0,0.5436860896287571,0.0024269475010286453,3.2374665396554128,0.0017757584224012625
20,2,0.0,0.0,0.5452618987320453,0.0017531536766692557,3.2596083747016062,0.010065474737315254
50,5,0.0,0.0,0.5448628858898169,0.0012206939714909872,3.217195783342634,0.00649134024546498
